session_id,honeypot,timestamp,src_ip,country,protocol,login_attempts,login_success,command_count,session_duration_s,connection_count,unique_ports,has_wget_curl,has_reverse_shell,has_recon_commands,has_file_download,has_shellcode,rotulo_revisor1,rotulo_revisor2,inconclusivo,observacao
34.52.146.162-2026-09-08T03:33:55.320808,dionaea,2026-09-08T03:33:55.320808,34.52.146.162,Belgium,ftpd,0,0,0,0.0,1,1,0,0,0,0,0,,,,
47.254.22.110-2026-09-08T04:11:14.279189,dionaea,2026-09-08T04:11:14.279189,47.254.22.110,United States,epmapper,0,0,0,29.459,4,1,0,0,0,0,0,,,,
107.170.47.25-2026-09-08T04:54:38.816979,dionaea,2026-09-08T04:54:38.816979,107.170.47.25,United States,httpd,0,0,0,0.0,1,1,0,0,0,0,0,,,,
3.131.220.121-2026-09-08T08:28:54.655681,dionaea,2026-09-08T08:28:54.655681,3.131.220.121,United States,ftpd,0,0,0,0.0,1,1,0,0,0,0,0,,,,
194.236.206.140-2026-09-08T11:07:42.592680,dionaea,2026-09-08T11:07:42.592680,194.236.206.140,Sweden,mysqld,0,0,0,39.092,101,1,0,0,0,0,0,,,,
192.140.145.238-2026-09-08T12:45:29.137868,dionaea,2026-09-08T12:45:29.137868,192.140.145.238,Pakistan,smbd,0,0,0,69.066,4,1,0,0,0,0,0,,,,
16.112.60.123-2026-09-08T14:12:43.193537,dionaea,2026-09-08T14:12:43.193537,16.112.60.123,India,mysqld,0,0,0,63.616,101,1,0,0,0,0,0,,,,
3.131.151.173-2026-09-08T15:15:52.964800,dionaea,2026-09-08T15:15:52.964800,3.131.151.173,United States,httpd,0,0,0,0.0,1,1,0,0,0,0,0,,,,
66.132.172.34-2026-09-08T17:41:24.789197,dionaea,2026-09-08T17:41:24.789197,66.132.172.34,United States,epmapper,0,0,0,0.0,1,1,0,0,0,0,0,,,,
176.192.40.102-2026-09-08T21:07:40.212856,dionaea,2026-09-08T21:07:40.212856,176.192.40.102,Russia,mssqld,2,0,0,0.673,2,1,0,0,0,0,0,,,,
66.132.195.45-2026-09-08T21:08:20.900302,dionaea,2026-09-08T21:08:20.900302,66.132.195.45,United States,epmapper,0,0,0,0.0,1,1,0,0,0,0,0,,,,
213.209.159.115-2026-09-08T23:09:39.778419,dionaea,2026-09-08T23:09:39.778419,213.209.159.115,Germany,mysqld,151,0,0,59.693,151,1,0,0,0,0,0,,,,
66.132.186.196-2026-09-09T02:46:14.707388,dionaea,2026-09-09T02:46:14.707388,66.132.186.196,United States,pptpd,0,0,0,0.0,1,1,0,0,0,0,0,,,,
71.6.239.232-2026-09-09T03:48:26.969271,dionaea,2026-09-09T03:48:26.969271,71.6.239.232,United States,ftpd,0,0,0,96.325,50,8,0,0,0,0,0,,,,
14.176.228.201-2026-09-09T05:46:58.572058,dionaea,2026-09-09T05:46:58.572058,14.176.228.201,Vietnam,smbd,0,0,0,386.116,391,1,0,0,0,0,0,,,,
190.6.26.136-2026-09-09T06:19:48.620902,dionaea,2026-09-09T06:19:48.620902,190.6.26.136,Venezuela,mssqld,10,0,0,2.419,12,1,0,0,0,0,0,,,,
205.210.31.108-2026-09-09T09:15:28.451999,dionaea,2026-09-09T09:15:28.451999,205.210.31.108,United States,ftpd,0,0,0,0.0,1,1,0,0,0,0,0,,,,
185.247.137.208-2026-09-09T12:23:56.347500,dionaea,2026-09-09T12:23:56.347500,185.247.137.208,United Kingdom,httpd,0,0,0,0.0,1,1,0,0,0,0,0,,,,
185.247.137.190-2026-09-09T12:25:03.843073,dionaea,2026-09-09T12:25:03.843073,185.247.137.190,United Kingdom,httpd,0,0,0,0.0,1,1,0,0,0,0,0,,,,
213.209.159.115-2026-09-09T14:12:32.711451,dionaea,2026-09-09T14:12:32.711451,213.209.159.115,Germany,mysqld,154,0,0,59.86,154,1,0,0,0,0,0,,,,
66.132.172.187-2026-09-09T18:56:38.352899,dionaea,2026-09-09T18:56:38.352899,66.132.172.187,United States,smbd,0,0,0,156.299,3,2,0,0,0,0,0,,,,
222.174.163.214-2026-09-09T23:29:53.752631,dionaea,2026-09-09T23:29:53.752631,222.174.163.214,China,smbd,0,0,0,2042.428,3104,1,0,0,0,0,0,,,,
66.132.195.105-2026-09-10T01:35:06.323751,dionaea,2026-09-10T01:35:06.323751,66.132.195.105,United States,httpd,0,0,0,39.7,8,1,0,0,0,0,0,,,,
57.129.123.152-2026-09-10T01:44:36.632770,dionaea,2026-09-10T01:44:36.632770,57.129.123.152,Germany,httpd,0,0,0,0.0,1,1,0,0,0,0,0,,,,
187.45.92.37-2026-09-10T03:41:37.607243,dionaea,2026-09-10T03:41:37.607243,187.45.92.37,Brazil,smbd,0,0,0,72.199,16,1,0,0,0,0,0,,,,
213.209.159.115-2026-09-10T05:12:59.746711,dionaea,2026-09-10T05:12:59.746711,213.209.159.115,Germany,mysqld,56,0,0,21.656,57,1,0,0,0,0,0,,,,
180.210.128.83-2026-09-10T07:06:03.922150,dionaea,2026-09-10T07:06:03.922150,180.210.128.83,Bangladesh,mssqld,1,0,0,0.0,1,1,0,0,0,0,0,,,,
125.161.60.177-2026-09-10T07:26:05.333877,dionaea,2026-09-10T07:26:05.333877,125.161.60.177,Indonesia,smbd,0,0,0,251.31,44,1,0,0,0,0,0,,,,
45.102.199.71-2026-09-10T07:37:24.495167,dionaea,2026-09-10T07:37:24.495167,45.102.199.71,Egypt,smbd,0,0,0,1971.928,3150,1,0,0,0,0,0,,,,
40.119.44.87-2026-09-10T08:41:55.712164,dionaea,2026-09-10T08:41:55.712164,40.119.44.87,United States,mysqld,0,0,0,0.0,1,1,0,0,0,0,0,,,,
74.7.228.50-2026-09-10T12:00:18.630611,dionaea,2026-09-10T12:00:18.630611,74.7.228.50,United States,httpd,0,0,0,0.0,1,1,0,0,0,0,0,,,,
77.90.185.21-2026-09-10T12:53:05.169106,dionaea,2026-09-10T12:53:05.169106,77.90.185.21,Germany,mysqld,122,0,0,80.579,123,1,0,0,0,0,0,,,,
62.133.46.29-2026-09-10T15:31:16.931513,dionaea,2026-09-10T15:31:16.931513,62.133.46.29,Iran,mqttd,0,0,0,0.0,1,1,0,0,0,0,0,,,,
98.130.84.206-2026-09-10T16:25:41.712384,dionaea,2026-09-10T16:25:41.712384,98.130.84.206,India,mysqld,0,0,0,64.231,100,1,0,0,0,0,0,,,,
